81010100 23511 26530 27519 99900 99900
81010112 26514 24520 31026 19517 99900
81010200 99900 99900 99900 99900 99900
81010212 99900 99900 99900 99900 99900
81010300 99900 99900 99900 99900 99900
81010312 99900 99900 99900 99900 99900
81010400 99900 99900 99900 99900 99900
81010412 99900 99900 99900 99900 99900
81010500 27510 28532 28028 99900 99900
81010512 99900 99900 99900 99900 99900
81010600 29009 27025 28019 14007 99900
81010612 25514 29036 27516 01005 99900
81010700 99900 99900 99900 99900 99900
81010712 99900 99900 99900 99900 99900
81010800 23501 28008 27019 19011 99900
81010812 99900 99900 99900 99900 99900
81010900 19006 27522 24527 99900 99900
81010912 22507 28018 23014 26505 99900
81011000 02009 25526 28026 29502 99900
81011012 99900 99900 99900 99900 99900
81011100 14003 25527 28035 12514 99900
81011112 12515 25532 29017 11004 99900
81011200 99900 99900 99900 99900 99900
81011212 99900 99900 99900 99900 99900
81011300 99900 99900 99900 99900 99900
81011312 99900 99900 99900 99900 99900
81011400 99900 99900 99900 99900 99900
81011412 99900 99900 99900 99900 99900
81011500 99900 99900 99900 99900 99900
81011512 99900 99900 99900 99900 99900
81011600 99900 99900 99900 99900 99900
81011612 99900 99900 99900 99900 99900
81011700 99900 99900 99900 99900 99900
81011712 99900 99900 99900 99900 99900
81011800 99900 99900 99900 99900 99900
81011812 99900 99900 99900 99900 99900
81011900 99900 99900 99900 99900 99900
81011912 99900 99900 99900 99900 99900
81012000 99900 99900 99900 99900 99900
81012012 99900 99900 99900 99900 99900
81012100 99900 99900 99900 99900 99900
81012112 99900 99900 99900 99900 99900 
81012200 99900 99900 99900 99900 99900
81012212 99900 99900 99900 99900 99900
81012300 28005 28525 30016 18515 10541
81012312 99900 99900 99900 99900 99900
81012400 99900 99900 99900 99900 99900
81012412 99900 99900 99900 99900 99900
81012500 12019 30017 30524 13506 99900
81012512 99900 99900 99900 99900 99900
81012600 99900 99900 99900 99900 99900
81012612 99900 99900 99900 99900 99900
81012700 99900 99900 99900 99900 99900
81012712 99900 99900 99900 99900 99900
81012800 99900 99900 99900 99900 99900
81012812 22510 30514 29510 99900 99900
81012900 99900 99900 99900 99900 99900
81012912 99900 99900 99900 99900 99900
81013000 99900 99900 99900 99900 99900
81013012 27046 28516 27516 99900 99900
81013100 33505 22518 28525 17004 10063
81013112 23001 27517 99900 99900 99900
81020100 26515 29527 24020 23508 99900
81020112 26012 28011 23026 28507 99900
81020200 29028 25015 23017 25506 99900
81020212 99900 99900 99900 99900 99900
81020300 30516 21510 27533 99900 99900
81020312 99900 99900 99900 99900 99900
81020400 21519 29015 28030 99900 99900
81020412 99900 99900 99900 99900 99900
81020500 21012 32519 26019 26512 10579
81020512 99900 99900 99900 99900 99900
81020600 05022 25534 27521 23507 99900
81020612 99900 99900 99900 99900 99900
81020700 99900 99900 99900 99900 99900
81020712 99900 99900 99900 99900 99900
81020800 24010 27520 28527 25505 07534
81020812 99900 99900 99900 99900 99900
81020900 18010 26528 27014 22523 99900
81020912 99900 99900 99900 99900 99900
81021000 19009 28031 28518 06507 99900
81021012 99900 99900 99900 99900 99900
81021100 04508 28026 27523 36002 99900
81021112 99900 99900 99900 99900 99900
81021200 99900 99900 99900 99900 99900
81021212 99900 99900 99900 99900 99900
81021300 99900 99900 99900 99900 99900
81021312 99900 99900 99900 99900 99900
81021400 23012 30516 26011 26516 10066
81021412 99900 99900 99900 99900 99900
81021500 25010 31015 24524 25515 09567
81021512 99900 99900 99900 99900 99900 
81021600 99900 99900 99900 99900 99900
81021612 99900 99900 99900 99900 99900
81021700 99900 99900 99900 99900 99900
81021712 29001 27011 28042 29520 99900
81021800 26010 29510 27539 25507 99900
81021812 17516 29514 28041 99900 99900
81021900 99900 99900 99900 99900 99900
81021912 33015 27530 27521 33003 99900
81022000 32517 27536 27523 18009 99900
81022012 99900 99900 99900 99900 99900
81022100 99900 99900 99900 99900 99900
81022112 26508 26516 30012 99900 99900
81022200 32013 27019 26515 34510 08572
81022212 99900 99900 99900 99900 99900
81022300 20018 24022 26021 27007 99900
81022312 99900 99900 99900 99900 99900
81022400 24517 26537 25513 10540 99900
81022412 99900 99900 99900 99900 99900
81022500 35015 29017 25520 11007 10527 
81022512 99900 99900 99900 99900 99900
81022600 25005 27532 99900 99900 99900
81022612 99900 99900 99900 99900 99900
81022700 26504 27536 27018 34508 99900
81022712 99900 16009 27535 99900 99900
81022800 09003 27033 25521 15503 08048
81022812 99900 99900 99900 99900 99900
81030100 99900 99900 99900 99900 99900
81030112 27509 25525 29516 99900 99900
81030200 25026 26522 28512 18022 99900
81030212 99900 99900 99900 99900 99900
81030300 26534 99900 99900 99900 99900
81030312 99900 99900 99900 99900 99900
81030400 30007 99900 26510 36003 99900
81030412 99900 99900 99900 99900 99900
81030500 99900 99900 99900 99900 99900
81030512 99900 99900 99900 99900 99900
81030600 01503 27019 24012 02019 99900
81030612 99900 99900 99900 99900 99900
81030700 99900 99900 99900 99900 99900
81030712 99900 99900 99900 99900 99900
81030800 25517 28017 31010 09004 99900
81030812 99900 99900 99900 99900 99900
81030900 35503 26029 25511 28018 99900
81030912 07501 28045 26508 27512 99900
81031000 24014 27522 27521 28011 99900
81031012 99900 99900 99900 99900 99900
81031100 99900 99900 99900 99900 99900
81031112 03004 28025 23011 99900 99900
81031200 30513 26525 23512 32021 13036 
81031212 99900 99900 99900 99900 99900
81031300 27508 29008 29519 22017 99900
81031312 25011 29513 27534 99900 99900
81031400 15010 27535 27017 27503 99900
81031412 99900 99900 99900 99900 99900
81031500 28526 99900 99900 99900 99900
81031512 15503 28517 25517 28523 99900
81031600 99900 99900 99900 99900 99900
81031612 99900 99900 99900 99900 99900
81031700 99900 99900 99900 99900 99900
81031712 04510 28527 26033 99900 99900
81031800 21508 30518 26033 14013 09572 
81031812 99900 99900 99900 99900 99900
81031900 99900 24520 31019 07516 99900
81031912 22519 24525 27024 05513 99900
81032000 20011 25018 25512 09521 99900
81032012 99900 99900 99900 99900 99900 
81032100 99900 99900 99900 99900 99900
81032112 29507 26528 27024 99900 99900
81032200 99900 99900 99900 99900 99900
81032212 99900 99900 99900 99900 99900
81032300 31018 26505 23533 99900 99900
81032312 99900 99900 99900 99900 99900
81032400 24550 99900 27011 06519 99900
81032412 99900 99900 99900 99900 99900
81032500 99900 99900 99900 99900 99900
81032512 99900 99900 99900 99900 99900
